1	11231
1	11289
1	24790
1	47713
1	91429
1	104993
1	131337
1	132823
1	137503
1	138980
1	139239
1	181750
1	181808
1	195315
1	196584
1	268008
1	281557
1	357390
1	378755
1	381206
1	381274
1	381342
1	381410
1	381478
1	381546
1	381614
1	381682
1	396134
1	402669
1	449799
1	462334
1	487324
1	488810
1	492705
1	494182
1	494441
1	586162
1	606941
1	609392
1	609460
1	609528
1	609596
1	609660
1	609728
1	609796
1	609864
1	609932
1	610000
1	610068
1	610132
1	610200
1	610268
1	610336
1	610404
1	610472
1	610540
1	610608
1	610676
1	610744
1	626022
1	638422
1	684775
1	697310
1	723807
1	727611
1	729088
1	729347
1	794860
1	803791
1	869927
1	875194
1	904777
1	912764
1	915030
1	919796
1	933395
1	938250
1	938307
1	946371
1	948324
1	951567
1	984326
1	995620
1	1013787
1	1015563
1	1032590
1	1054744
1	1063972
1	1146256
1	1155900
1	1197039
1	1227512
1	1247237
1	1250371
1	1254508
1	1259700
1	1266154
1	1275535
1	1280836
1	1286490
1	1287716
1	1302125
1	1310196
1	1312988
1	1320663
1	1322676
1	1347748
1	1349959
1	1357386
1	1360285
1	1372232
1	1381282
1	1381750
1	1402167
1	1425738
1	1438267
1	1441075
1	1441761
1	1457213
1	1487947
1	1505651
1	1548191
1	1620265
1	1622584
1	1645073
1	1665874
1	1692962
1	1712211
1	1789222
1	1796654
1	1909137
1	1921354
1	1944169
1	1946200
1	1955387
1	1960540
1	1971850
1	1974452
1	2043566
1	2045001
1	2046644
1	2054850
1	2073245
1	2093217
1	2098570
1	2109292
1	2126118
1	2139934
1	2140137
1	2155051
1	2157004
1	2164483
1	2165044
1	2174464
1	2195358
1	2227552
1	2234262
1	2291496
1	2304466
1	2326694
1	2326732
1	2332215
1	2344190
1	2368728
1	2381381
1	2381923
1	2414562
1	2430239
1	2463170
1	2463774
1	2469183
1	2471158
1	2514047
1	2518761
1	2548194
1	2555455
1	2578627
1	2639265
1	2701945
1	2763056
1	2766641
1	2768703
1	2768862
1	2770317
1	2774063
1	2776328
1	2776447
1	2776606
1	2786806
1	2821935
1	2822170
1	2845785
1	2860006
1	2862960
1	2863413
1	2868033
1	2868335
1	2875610
1	2900206
1	2913413
1	2922212
1	2971130
1	2986718
1	3017039
1	3027028
1	3028372
1	3062152
1	3097600
1	3116450
1	3133393
1	3172254
1	3172646
1	3252218
1	3320133
1	3329809
1	3358378
1	3380362
1	3403504
1	3403547
1	3410328
1	3417300
1	3418367
1	3424877
1	3431443
1	3433108
1	3440498
1	3471966
1	3491398
1	3506553
1	3518383
1	3521194
1	3525018
1	3527424
1	3533247
1	3534859
1	3536065
1	3565412
1	3567083
1	3577380
1	3587892
1	3587912
1	3587932
1	3587982
1	3588002
1	3588042
1	3588092
1	3588112
1	3588192
1	3588262
1	3588332
1	3588352
1	3588382
1	3588402
1	3588432
1	3588452
1	3588492
1	3588542
1	3615328
1	3619191
1	3621339
1	3625812
1	3643343
1	3696156
1	3712818
1	3718937
1	3720779
1	3724591
1	3801644
1	3811071
1	3820670
1	3834913
1	3876748
1	3904993
1	3910962
1	3928555
1	3981877
1	4034448
1	4034619
1	4170281
1	4178819
1	4317434
1	4355123
1	4367703
1	4428451
1	4455906
1	4469726
